0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
2.281,11,1	-6.6763,1.1304,3.9258,354.298,6.3999,359.9691	-6.6415,1.5606,4.257,9.0078,336.1425,30.4119	-6.2472,1.6145,4.375,0.7391,26.874,348.0415	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.3136,11,1	-6.6763,1.1304,3.9258,354.3019,6.3983,359.97	-6.6434,1.562,4.2533,8.8844,335.3309,30.1949	-6.2871,1.6141,4.3786,1.5767,20.2395,346.4484	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.3461,11,1	-6.6763,1.1303,3.9258,354.3027,6.403,359.9712	-6.6455,1.5634,4.2498,8.803,334.5739,29.9832	-6.3244,1.6152,4.3788,2.4712,13.4937,344.5	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.3788,11,1	-6.6763,1.1303,3.9258,354.302,6.4122,359.9697	-6.6477,1.5647,4.2465,8.6844,333.7929,29.6338	-6.3578,1.6172,4.3763,2.2063,7.3979,343.3356	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.412,11,1	-6.6764,1.1303,3.9258,354.3017,6.414,359.9723	-6.6507,1.5667,4.242,8.3671,332.7245,29.233	-6.3945,1.6197,4.3713,1.5241,1.0045,343.143	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4426,11,1	-6.6764,1.1302,3.9258,354.3066,6.4119,359.974	-6.6528,1.5679,4.2391,8.1632,332.1143,29.1808	-6.411,1.6212,4.3682,1.4135,357.766,342.5952	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.4759,11,1	-6.6764,1.1302,3.9258,354.3049,6.4133,359.975	-6.6549,1.5688,4.2364,8.0387,331.4373,29.0677	-6.4203,1.6223,4.3666,1.3712,355.9502,342.1877	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.5071,11,1	-6.6764,1.1302,3.9258,354.3061,6.4174,359.9756	-6.6567,1.5694,4.2342,7.9262,330.8251,28.9063	-6.4209,1.6225,4.3672,1.7033,355.8332,341.759	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.541,11,1	-6.6764,1.1301,3.9258,354.3025,6.4164,359.9782	-6.6584,1.5696,4.2321,7.8742,330.2562,28.9537	-6.4134,1.6213,4.3694,2.3283,356.7979,341.3151	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.5762,11,1	-6.6764,1.1301,3.9258,354.3002,6.4247,359.9763	-6.6599,1.5691,4.2304,7.9315,329.8399,29.219	-6.3975,1.6179,4.373,3.1946,359.0602,341.5846	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.61,11,1	-6.6764,1.1301,3.9258,354.3023,6.4287,359.9753	-6.6609,1.5679,4.2296,8.1104,329.608,29.4203	-6.3752,1.6133,4.377,4.2613,2.3692,342.1234	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.6414,11,1	-6.6764,1.13,3.9258,354.3061,6.4289,359.9736	-6.6615,1.5659,4.2298,8.4587,329.589,29.4941	-6.348,1.6082,4.3802,5.3531,6.4539,342.879	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.6744,11,1	-6.6764,1.1299,3.9257,354.3044,6.4318,359.9742	-6.6617,1.5632,4.2309,8.8876,329.8359,29.5745	-6.3154,1.6035,4.3818,6.688,11.7096,343.6971	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7067,11,1	-6.6764,1.1298,3.9257,354.3025,6.4391,359.9733	-6.6617,1.5605,4.2326,9.325,330.1971,29.6633	-6.28,1.6006,4.3804,7.3533,17.58,345.0567	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7306,11,1	-6.6764,1.1297,3.9257,354.3026,6.4387,359.9767	-6.6616,1.5587,4.2342,9.5861,330.4742,29.739	-6.2525,1.5998,4.3771,7.3799,22.3372,346.3214	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7643,11,1	-6.6765,1.1296,3.9257,354.3015,6.4431,359.9729	-6.6612,1.5568,4.2368,9.8191,330.9251,29.8954	-6.2146,1.6009,4.3694,6.8643,28.872,348.5373	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.7964,11,1	-6.6765,1.1295,3.9257,354.2939,6.4475,359.9714	-6.6607,1.5552,4.2397,9.9963,331.4186,30.0414	-6.1811,1.6041,4.3594,6.1473,34.6228,350.4655	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.828,11,1	-6.6765,1.1294,3.9257,354.2964,6.4473,359.9737	-6.6602,1.5544,4.2417,10.0792,331.7473,30.0844	-6.1623,1.6073,4.352,5.4423,37.8795,351.5742	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.8599,11,1	-6.6765,1.1293,3.9257,354.2958,6.4501,359.9725	-6.6593,1.5533,4.245,10.1797,332.293,30.1798	-6.1369,1.6129,4.3408,3.9064,42.2263,353.5738	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.8928,11,1	-6.6765,1.1292,3.9257,354.2929,6.4559,359.9718	-6.658,1.5524,4.2485,10.1623,332.9242,30.312	-6.1157,1.6188,4.3302,2.1804,45.5947,355.3572	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.9248,11,1	-6.6766,1.1291,3.9257,354.2912,6.4579,359.971	-6.6565,1.5518,4.2519,10.1055,333.5946,30.4336	-6.0994,1.6239,4.3216,0.8709,48.6421,356.2303	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.9572,11,1	-6.6766,1.129,3.9257,354.2918,6.4564,359.9676	-6.6548,1.5516,4.2549,9.9762,334.2069,30.5363	-6.088,1.6281,4.3156,359.8558,51.3372,356.4634	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.989,11,1	-6.6766,1.129,3.9257,354.2889,6.4575,359.968	-6.6522,1.5521,4.2583,9.7089,334.9973,30.5916	-6.0825,1.6315,4.3134,358.9926,52.8334,356.3463	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0244,11,1	-6.6766,1.1289,3.9257,354.2943,6.4604,359.9654	-6.65,1.5534,4.2603,9.4178,335.5457,30.5588	-6.0875,1.632,4.3174,358.779,51.929,355.8134	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0588,11,1	-6.6767,1.1288,3.9257,354.2979,6.4625,359.9692	-6.6487,1.5547,4.2611,9.171,335.847,30.5319	-6.0956,1.631,4.3229,358.7148,50.4517,355.6036	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.0903,11,1	-6.6767,1.1288,3.9257,354.2959,6.4651,359.9656	-6.647,1.5567,4.2614,8.7779,336.1913,30.4812	-6.1101,1.6289,4.3323,358.7245,47.9319,355.22	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.1214,11,1	-6.6767,1.1288,3.9257,354.2958,6.4684,359.9662	-6.6457,1.559,4.261,8.3836,336.3863,30.3956	-6.1291,1.626,4.3435,358.8073,44.751,354.6293	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.154,11,1	-6.6767,1.1287,3.9257,354.2949,6.4688,359.9671	-6.6445,1.5623,4.259,7.8792,336.335,30.1115	-6.1617,1.6209,4.3609,359.2391,39.4958,353.3835	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.1862,11,1	-6.6767,1.1287,3.9257,354.2921,6.4701,359.964	-6.6444,1.5646,4.2562,7.5247,336.0362,29.9102	-6.1903,1.6168,4.3735,0.0513,34.964,351.9669	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2189,11,1	-6.6767,1.1287,3.9257,354.2882,6.4743,359.9638	-6.6451,1.5665,4.2525,7.2607,335.6009,29.7751	-6.2223,1.6128,4.3845,1.2527,29.8285,350.2977	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2512,11,1	-6.6767,1.1287,3.9257,354.2875,6.4823,359.9667	-6.6465,1.5677,4.2484,7.1663,335.0023,29.6012	-6.2562,1.6094,4.393,2.2612,24.2437,348.9052	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2858,11,1	-6.6767,1.1287,3.9257,354.286,6.4832,359.9675	-6.6486,1.5682,4.2435,7.2853,334.1094,29.2469	-6.2931,1.6071,4.3984,2.9776,18.3111,348.1057	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3184,11,1	-6.6766,1.1288,3.9257,354.2881,6.4877,359.9724	-6.6509,1.5682,4.2388,7.5061,333.1738,28.8805	-6.3265,1.6068,4.3998,3.4728,12.8929,346.7607	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.352,11,1	-6.6766,1.1288,3.9257,354.2791,6.4901,359.9676	-6.6533,1.5678,4.2342,7.8278,332.2015,28.5735	-6.3597,1.608,4.3974,3.4074,7.1745,345.9165	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3867,11,1	-6.6766,1.1288,3.9256,354.2827,6.4907,359.9717	-6.656,1.5671,4.2299,8.2638,331.1742,28.5372	-6.3904,1.6105,4.3913,2.5059,1.3194,345.9789	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4189,11,1	-6.6766,1.1288,3.9256,354.282,6.4993,359.9692	-6.6581,1.5667,4.2264,8.6223,330.3298,28.5879	-6.4126,1.6133,4.3841,1.6064,357.141,346.0397	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4504,11,1	-6.6766,1.1289,3.9256,354.2833,6.4968,359.9689	-6.6596,1.5669,4.2234,8.6636,329.6743,28.3737	-6.4278,1.6159,4.3772,0.4601,353.7107,346.3821	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4845,11,1	-6.6766,1.1289,3.9256,354.2787,6.5014,359.968	-6.6604,1.5675,4.2206,8.419,329.2565,28.0286	-6.4356,1.6183,4.3719,358.9857,351.4163,346.982	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
